,Entity1,Entity2,Relation
1147,researchers,idea,proposed
1148,detect,CFG,appear
1149,techniques,track,leverage
1150,CFGs,properties,Liu
1151,control,violation,apply
1152,result,implementation,shows
1153,researchers,integrity,argue
1154,papers,CFI,review
1155,2017,Table,summarized
1156,section,indications,provide
1157,works,violation,realize
1158,researchers,problems,solve
1159,techniques,CFI,enhance
1160,Learning,hardware,detect
1161,violations,mode,checked
1162,control,data,provide
1163,CFG,al,detect
1164,researchers,malware,Nguyen
1165,control,CFGs,flow
1166,sequences,Trace,employed
1167,algorithm,graph,construct
1168,CFG,DEC,proposed
1169,survey,Phase,Observation
1170,survey,Phase,employed
1171,function,perspectives,belongs
1172,sequences,graph,generated
1173,matrix,data,converted
1174,survey,Phase,adopt
1175,papers,III,adopted
1176,blocks,IDs,grouped
1177,instructions,attributes,represented
1178,Nguyen,representation,hashed
1179,CNN,image,trained
1180,works,Indication,indicate
1181,work,execution,adopted
1182,opinion,sample,generate
1183,Data,attacks,collect
1184,researchers,sample,craft
1185,sample,attack,reflect
1186,processes,programs,avoid
1187,control,analysis,prevent
1188,CFI,solution,provides
1189,area,research,remains
1190,lives,researches,works
1191,types,probe,include
1192,people,algorithms,try
1193,algorithms,positives,tend
1194,works,attacks,al
1195,labels,types,include
1196,network,activities,ignores
1197,Learning,type,applies
1198,Dogdu,activities,explores
1199,Phase,works,exists
1200,section,indications,provide
1201,works,datasets,CICIDS2017
1202,datasets,activities,generated
1203,activities,attacks,launched
1204,PCAP,packets,parsed
1205,2019;Faker,inputs,flow
1206,order,vectors,parse
1207,features,timestamps,include
1208,network,packets,claimed
1209,processes,network,chose
1210,representation,solutions,improved
1211,2019,representation,transformed
1212,works,Fig,belonged
1213,vectors,explanation,feed
1214,works,methods,applied
1215,methods,spaces,generated
1216,model,experiments,showed
1217,classification,benign,focused
1218,Dogdu,cases,explored
1219,classes,degradation,classes
1220,representation,model,influenced
1221,data,networks,indicate
1222,methods,qualities,help
1223,processing,testing,improve
1224,Phase,reason,explains
1225,work,learning,uses
1226,factors,network,affects
1227,images,features,guarantee
1228,works,Phase,use
1229,images,features,proven
1230,attack,detect,indications
1231,learning,consideration,taken
1232,representation,texts,use
1233,data,learning,lack
1234,agreement,problems,apply
1235,data,types,models
1236,features,calls,identify
1237,programs,websites,collected
1238,communities,analyses,provided
1239,experts,files,require
1240,attackers,malware,rewrite
1241,networks,accuracy,detect
1242,works,classification,review
1243,features,malware,selects
1244,files,programs,use
1245,RNN,programs,extracts
1246,API,features,explores
1247,II,file,skip
1248,features,features,al
1249,features,features,combines
1250,section,indications,provide
1251,Features,categories,selected
1252,features,files,include
1253,2018,features,level
1254,works,features,considered
1255,files,execution,extracted
1256,ports,calls,accessed
1257,API,features,calls
1258,API,features,al
1259,Observation,models,vertorized
1260,approach,features,vectorize
1261,words,features,represent
1262,NLP,inputs,brought
1263,Hashing,features,represent
1264,histogram,method,bytes
1265,graphs,granularity,extracted
1266,methods,class,classified
1267,structures,programs,classify
1268,autoencoders,behaviors,learn
1269,features,model,trained
1270,works,features,al
1271,networks,layer,inputs
1272,layers,sequences,transformed
1273,works,images,indicate
1274,vectorize,features,extracted
1275,methods,model,consider
1276,works,learning,shown
1277,works,detection,assume
1278,methods,approaches,performances
1279,model,works,detail
1280,feature,performance,affect
1281,researchers,model,prove
1282,researchers,data,limited
1283,programs,stores,need
1284,logs,points,failures
1285,logs,tasks,produced
1286,concurrency,methods,makes
1287,logs,text,contain
1288,event,period,incorporates
1289,scholars,techniques,employed
1290,data,model,parsed
1291,event,predictor,detected
1292,papers,detection,review
1293,anomalies,model,utilizes
1294,2019,templates,employs
1295,failures,logs,al
1296,system,logs,presented
1297,section,indications,provide
1298,papers,datasets,evaluated
1299,survey,data,Observation
1300,works,works,found
1301,DeepLog,learning,represented
1302,Loganom,class,belongs
1303,word,data,represent
1304,vectors,messages,represent
1305,results,dataset,compared
1306,learning,III,employed
1307,evaluations,datasets,methods
1308,2017,Bayes,tried
1309,observations,indications,indicate
1310,Phase,parsing,considers
1311,information,noise,find
1312,works,data,use
1313,methods,III,employed
1314,accuracy,3,indicates
1315,LSTM,events,indicates
1316,sequence,series,find
1317,connections,points,process
1318,III,data,learn
1319,Phase,model,skipped
1320,data,events,capture
1321,forensics,kernels,conducted
1322,forensics,memory,outperforms
1323,dump,traces,find
1324,tools,traversal,categories
1325,structures,rules,needs
1326,system,manipulations,manipulate
1327,objects,constants,skips
1328,hide,region,ignored
1329,works,forensics,review
1330,kernel,approach,recognized
1331,artefacts,applications,predicts
1332,memory,classifier,monitor
1333,section,indications,provide
1334,applications,challenges,followings
1335,kernel,Volatility,evaluated
1336,Tech,software,employed
1337,scenarios,images,ran
1338,sandbox,dumps,extract
1339,evidence,image,artefacts
1340,2018,image,transformed
1341,method,graph,represent
1342,objects,Network,extracted
1343,DeepMem,Fig,belonged
1344,works,Fig,belonged
1345,DeepMem,layer,chose
1346,results,difference,showed
1347,MemTri,layers,employed
1348,Indication,forensics,lacks
1349,works,datasets,find
1350,Phase,image,transformed
1351,dump,models,argue
1352,III,forensics,find
1353,works,Phase,employ
1354,embeddings,graph,represent
1355,use,structures,determined
1356,works,data,find
1357,MDMF,models,obtained
1358,discuss,classifier,chose
1359,data,bytes,considered
1360,III,model,transformed
1361,dump,forensics,transformed
1362,classifiers,forensics,answer
1363,performance,Learning,admit
1364,model,knowledge,learn
1365,knowledge,behavior,needs
1366,kernel,detection,manipulate
1367,people,vulnerabilities,use
1368,works,viewers,fuzzing
1369,seed,files,concluded
1370,fuzzing,rate,2019;Rajpal
1371,files,test,mutated
1372,research,problems,come
1373,works,security,review
1374,2017;Shi,Table,summarized
1375,section,indications,provide
1376,Learning,fuzzing,applied
1377,works,fuzzing,proposed
1378,models,path,tell
1379,models,requirement,tell
1380,programs,programs,trained
1381,survey,I.,existed
1382,files,model,survey
1383,PDF,samples,objects
1384,sequences,model,Rajpal
1385,level,samples,representations
1386,survey,labels,existed
1387,work,use,chose
1388,PDF,labels,objects
1389,bitmap,file,heatmap
1390,bitmaps,files,generated
1391,executing,files,demonstrated
1392,bytes,bytes,focus
1393,note,function,let
1394,sequence,position,seen
1395,Neuzz,program,simultated
1396,y,bitmap,f(x
1397,function,derivatives,computed
1398,Gradients,coverage,guide
1399,locations,information,predict
1400,variable,heatmap,represented
1401,files,Phase,handled
1402,fuzzers,lengths,held
1403,Neuzz,bytes,solved
1404,size,accuracy,grant
1405,order,value,appeared
1406,Learn&Fuzz,files,2017
1407,sequence,model,require
1408,survey,Phase,skipped
1409,survey,learning,consider
1410,2017,Fig,fell
1411,data,suboptimal,claimed
1412,files,approach,indicate
1413,model,information,lose
1414,Input,problems,files
1415,program,path,levels
1416,fuzzer,al,generate
1417,survey,knowledge,focus
1418,history,mutation,learn
1419,words,programs,indicates
1420,files,rules,ensure
1421,files,mutation,guarantee
1422,challenges,approaches,demonstrated
1423,knowledge,programs,raise
1424,model,knowledge,extract
1425,Learning,conversion,problems
1426,indications,Learning,showed
1427,Learning,papers,review
1428,indications,experts,understand
1429,observations,augmentation,transfer
1430,models,problems,understand
1431,graphs,models,change
1432,II,question,skipped
1433,papers,reasoning,consider
1434,Phase,problems,demonstrate
1435,data,methods,parsed
1436,data,methods,converted
1437,results,categories,classify
1438,methods,vectors,intend
1439,methods,conformability,constitute
1440,data,vector,encoding
1441,structures,problems,generate
1442,papers,Category,observe
1443,papers,Category,use
1444,papers,Category,use
1445,papers,Category,use
1446,data,models,found
1447,format,data,convert
1448,system,values,attributes
1449,MF,layout,observe
1450,models,data,uses
1451,MC,general,observe
1452,influences,methods,indicate
1453,problems,knowledge,observe
1454,knowledge,depth,indicates
1455,model,data,Note
1456,images,text,works
1457,data,encoding,observe
1458,papers,methods,use
1459,formats,model,indicates
1460,data,method,observe
1461,data,values,collected
1462,data,data,parsed
1463,methods,data,converted
1464,images,text,works
1465,RNN,%,approximates
1466,methods,models,indicates
1467,data,DNN,CNN
1468,methods,problems,indicates
1469,methods,networks,observe
1470,models,encoding,use
1471,models,embedding,observe
1472,image,model,observe
1473,NN,classification,example
1474,6a,classification,observe
1475,Parsing,detection,combined
1476,output,methods,indicate
1477,6b,method,observe
1478,problems,methods,use
1479,method,models,indicate
1480,networks,weights,use
1481,practice,problem,need
1482,Learning,problems,models
1483,models,validation,use
1484,method,parts,splits
1485,predictions,data,vary
1486,method,parts,splits
1487,predictions,data,estimate
1488,fold,predictions,data
1489,evaluation,model,result
1490,results,method,observe
1491,Learning,papers,implies
1492,Learning,models,models
1493,e.g.k,model,expected
1494,MNIST,digit,dataset
1495,digit,problem,influences
1496,selection,knowledge,depend
1497,domain,model,sent
1498,Researchers,generate,adopt
1499,knowledge,structure,helps
1500,architecture,DEEPVSA,designed
1501,knowledge,process,helps
1502,knowledge,performance,helps
1503,knowledge,accuracy,avoid
1504,knowledge,prediction,helps
1505,researchers,areas,try
1506,challenges,works,shared
1507,data,noise,contains
1508,information,layer,encoded
1509,testing,works,affects
1510,code,Table,shows
1511,data,dataset,generate
1512,reproduce,practice,observe
1513,statistic,code,shows
1514,Learning,datasets,vary
1515,MNIST,digits,al
1516,recognizing,models,performance
1517,solutions,problem,compare
1518,need,dataset,think
1519,techniques,challenges,solve
1520,problems,security,covers
1521,techniques,development,reviewed
1522,Bengio,Perspectives,Review
1523,Intel,Detection,IEEE
1524,Dahl,Acoustics,IEEE
1525,Machines,Accesses,IEEE
1526,ROP,Networks,Payloads
1527,arXiv,arXiv:1807.11110,preprint
1528,arXiv,arXiv:1711.04596,preprint
1529,API,Classifiers,Springer
1530,Driller,Society,Distributed
1531,1911.07828,arXiv,CR
1532,ACM,Logs,ACM
1533,Graph,Detection,Embedding
1534,Xu,Software,CONFIRM
1535,Yagemann,Traces,Springer
1536,work,MURI,supported
1537,authors,manuscript,read
1538,PL,Cybersecurity,serving
1539,Nature,affiliations,remains
1540,article,changes,permits
1541,article,material,included
1542,use,holder,need
1543,learning,challenges,survey
1544,citation,Conditions,agree
1545,data,centre,Manage
1546,hackers,data,delved
1547,attacks,east,shut
1548,networks,Zealand,considered
1549,attacks,lawsuits,said
1550,attacks,governments,caused
1551,Oliver,information,added
1552,Oliver,threat,said
1553,toys,HBO,threaten
1554,keys,emergencies,lost
1555,house,raising,costs
1556,attacks,factors,derives
1557,service,know,sold
1558,launching,cryptocurrencies,attacks
1559,posing,cub,said
1560,Oliver,borders,continued
1561,Oliver,interference,wondered
1562,bill,cybersecurity,formed
1563,Oliver,emails,urged
1564,doors,deterrent,said
1565,article,Oliver,amended
1566,Management,works,felt
1567,force,engineering,desire
1568,file,software,skill
1569,tutorial,development,provides
1570,driver,names,create
1571,article,C++,written
1572,people,development,understanding
1573,Table,processes,includes
1574,developers,system,explains
1575,information,strategies,techniques
1576,indicators,vulnerabilities,proven
1577,process,datasets,involves
1578,mining,Databases,treated
1579,information,data,obtain
1580,mining,databases,includes
1581,mining,statistics,uses
1582,Microsoft,detection,started
1583,methods,attacks,apply
1584,look,solutions,use
1585,number,attacks,use
1586,detection,patterns,involves
1587,techniques,detectors,detect
1588,problem,positives,reported
1589,detection,signatures,identifies
1590,positives,attacks,detect
1591,number,positives,combines
1592,model,algorithm,generated
1593,behaviors,samples,capture
